dataset,features,C,margin,n_support,metrics
breast_cancer,"[np.str_('mean radius'), np.str_('mean texture')]",0.1,3.072564090101153,113,"{'accuracy': 0.8771929824561403, 'precision': 0.8771929824561403, 'recall': 0.9345794392523364, 'f1': 0.9049773755656109}"
